Name;Goods types;Measurement unit;Group ID;Product types;Value;Date
LUBUSZ;;PLN;2;Italian head cheese - per 1kg;11.97;2019-4
MASOVIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.52;2005-9
ŁÓDŹ;;PLN;4;Masurian barley groats - per 1kg;0.0;2003-8
POLAND;;PLN;2;beef with bone (rump steak) - per 1kg;15.4;2006-5
GREATER POLAND;30% tomato concentrate - per 1kg;PLN;1;;10.23;2014-7
LOWER SILESIA;;PLN;2;salted herring, non-dressed - per 1kg;7.3;2010-12
SILESIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;9.84;2000-11
KUYAVIA-POMERANIA;natural chocolate plain - per 1kg;PLN;3;;13.27;2006-11
HOLY CROSS;;PLN;4;bread - per 1kg;;2010-5
GREATER POLAND;;PLN;4;bread - per 1kg;;2011-10
PODLASKIE;natural chocolate plain - per 1kg;PLN;3;;0.0;2003-4
OPOLE;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2005-7
KUYAVIA-POMERANIA;;PLN;4;Masurian barley groats - per 1kg;1.31;2019-10
POLAND;;PLN;2;salted herring, non-dressed - per 1kg;5.82;2001-10
SUBCARPATHIA;apple juice, boxed - per 1l;PLN;1;;0.0;2013-10
MASOVIA;;PLN;2;beef with bone (rump steak) - per 1kg;26.91;2014-2
LOWER SILESIA;;PLN;2;Italian head cheese - per 1kg;6.23;2006-7
POMERANIA;;PLN;2;boneless beef (sirloin) - per 1kg;13.64;2003-3
HOLY CROSS;;PLN;2;beef with bone (rump steak) - per 1kg;17.09;2009-9
OPOLE;frozen carrot and pea mix - per 1kg;EUR;1;;0.8120481927710843;2008-10
MASOVIA;frozen carrot and pea mix - per 1kg;EUR;1;;0.9012048192771084;2009-6
LOWER SILESIA;;PLN;2;fresh non-dressed carp - per 1kg;;2007-1
LUBUSZ;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2015-10
WEST POMERANIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;9.12;2005-10
LESSER POLAND;;PLN;2;Backpacker's canned pork meat - per 300 g;0.0;2010-2
POMERANIA;;PLN;4;Masurian barley groats - per 1kg;1.42;2018-5
POMERANIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.65;2007-1
POLAND;;PLN;2;pork belly cooked - per 1kg;14.81;1999-4
SUBCARPATHIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.9;2010-8
WEST POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1;;0.8337349397590361;1999-7
WEST POMERANIA;apple juice, boxed - per 1l;PLN;1;;0.0;2006-1
LUBUSZ;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.76;2002-12
LOWER SILESIA;;PLN;4;bread - per 1kg;;2000-9
ŁÓDŹ;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;0.89;2003-3
LOWER SILESIA;;PLN;4;bread - per 1kg;;2000-10
KUYAVIA-POMERANIA;;PLN;4;bread - per 1kg;;2015-12
POLAND;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;4.11;2017-3
POLAND;;PLN;2;boneless beef (sirloin) - per 1kg;26.96;2019-3
HOLY CROSS;;PLN;2;pork  meat (raw bacon) - per 1kg;14.68;2014-10
SUBCARPATHIA;;PLN;2;pork ham cooked - per 1kg;21.27;2016-4
MASOVIA;30% tomato concentrate - per 1kg;PLN;1;;8.88;2016-2
POLAND;;PLN;4;bread - per 1kg;;2015-10
POMERANIA;apple juice, boxed - per 1l;PLN;1;;0.0;2002-9
SUBCARPATHIA;;PLN;2;fresh non-dressed carp - per 1kg;;2016-6
KUYAVIA-POMERANIA;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2004-1
MASOVIA;;PLN;2;pork ham cooked - per 1kg;19.28;2010-12
MASOVIA;;PLN;4;bread - per 1kg;;2006-5
LUBLIN;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;1999-10
POMERANIA;;PLN;2;pork belly cooked - per 1kg;17.12;2001-4
LESSER POLAND;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.92;2009-2
GREATER POLAND;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;3.33;2012-8
PODLASKIE;;PLN;4;bread - per 1kg;;2014-2
POMERANIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2000-10
SILESIA;white table salt bagged - per 1kg;PLN;3;;0.36;2018-4
PODLASKIE;frozen carrot and pea mix - per 1kg;EUR;1;;0.0;2002-10
SILESIA;;PLN;2;Hunter's sausage dried - per 1kg;15.84;2006-7
LUBUSZ;frozen carrot and pea mix - per 1kg;EUR;1;;0.0;2003-1
SILESIA;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;13.13;2008-10
WEST POMERANIA;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;12.96;2017-10
POLAND;;PLN;2;Italian head cheese - per 1kg;10.18;2015-7
LUBUSZ;;PLN;2;salted herring, non-dressed - per 1kg;0.0;2010-3
MASOVIA;;PLN;2;fresh non-dressed carp - per 1kg;;2011-9
WARMIA-MASURIA;;PLN;2;dressed chickens - per 1kg;6.3;2011-1
PODLASKIE;apple juice, boxed - per 1l;PLN;1;;0.0;2006-8
PODLASKIE;;PLN;4;buckwheat groats roasted whole - per 1kg;3.4;2019-8
HOLY CROSS;;PLN;4;Masurian barley groats - per 1kg;1.54;2009-2
LUBUSZ;;PLN;2;haddock fillets frozen - per 1kg;0.0;2005-11
MASOVIA;;PLN;2;Backpacker's canned pork meat - per 300 g;2.11;2013-7
PODLASKIE;;PLN;2;pork ham cooked - per 1kg;16.48;2000-6
GREATER POLAND;;PLN;2;smoked bacon with ribs - per 1kg;14.36;2012-11
MASOVIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2006-7
LUBLIN;;PLN;4;Masurian barley groats - per 1kg;1.19;2003-3
MASOVIA;;PLN;4;bread - per 1kg;;2009-6
WEST POMERANIA;;PLN;2;salted herring, non-dressed - per 1kg;10.95;2016-3
LUBUSZ;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.84;2016-1
LOWER SILESIA;;PLN;2;smoked bacon with ribs - per 1kg;15.94;2019-3
SILESIA;;PLN;2;beef with bone (rump steak) - per 1kg;10.72;2003-11
OPOLE;;PLN;2;Backpacker's canned pork meat - per 300 g;0.0;2013-7
LOWER SILESIA;;PLN;2;fresh non-dressed trout - per 1kg;0.0;2013-10
WARMIA-MASURIA;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2012-7
OPOLE;;PLN;2;fresh non-dressed trout - per 1kg;0.0;2013-5
WEST POMERANIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2001-1
KUYAVIA-POMERANIA;;PLN;2;pork  meat (raw bacon) - per 1kg;11.93;2013-6
POLAND;;PLN;4;buckwheat groats roasted whole - per 1kg;4.5;2018-12
GREATER POLAND;;PLN;2;fresh non-dressed carp - per 1kg;;2016-5
LUBUSZ;;PLN;2;Hunter's sausage dried - per 1kg;18.64;2015-5
LUBLIN;;PLN;2;haddock fillets frozen - per 1kg;17.29;2013-10
KUYAVIA-POMERANIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.55;2013-5
LUBUSZ;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.06;2008-3
POMERANIA;apple juice, boxed - per 1l;PLN;1;;1.64;2006-2
LOWER SILESIA;;PLN;2;pork  meat (raw bacon) - per 1kg;10.78;2009-6
POLAND;natural chocolate plain - per 1kg;PLN;3;;17.25;2017-6
LOWER SILESIA;;PLN;2;boneless beef (sirloin) - per 1kg;30.43;2016-7
MASOVIA;;PLN;4;bread - per 1kg;2.2;1999-12
WEST POMERANIA;;PLN;2;smoked bacon with ribs - per 1kg;16.07;2018-6
SUBCARPATHIA;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;13.24;2001-5
OPOLE;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.98;2009-4
MASOVIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2011-1
WEST POMERANIA;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2009-4
OPOLE;;PLN;2;barley groats sausage - per 1kg;7.78;2012-6
LESSER POLAND;fresh chichen egges - per 666pcs.;PLN;3;;0.25;2019-2
LOWER SILESIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;10.44;2011-10
POLAND;;PLN;2;pork belly cooked - per 1kg;17.44;2014-6
WARMIA-MASURIA;;PLN;2;pork belly cooked - per 1kg;13.16;2002-12
PODLASKIE;white table salt bagged - per 1kg;PLN;3;;0.0;2014-6
PODLASKIE;30% tomato concentrate - per 1kg;PLN;1;;5.66;2006-6
MASOVIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.87;2009-5
LOWER SILESIA;white table salt bagged - per 1kg;PLN;3;;0.0;2013-7
ŁÓDŹ;;PLN;4;bread - per 1kg;1.45;1999-2
SUBCARPATHIA;white table salt bagged - per 1kg;PLN;3;;0.0;2005-12
WEST POMERANIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2011-7
HOLY CROSS;frozen carrot and pea mix - per 1kg;EUR;1;;0.0;2009-10
HOLY CROSS;;PLN;2;fresh non-dressed trout - per 1kg;0.0;2012-10
WARMIA-MASURIA;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;12.98;2016-2
WARMIA-MASURIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.05;2007-9
ŁÓDŹ;;PLN;2;pork meat with bone (shoulder) - per 1kg;9.45;2012-10
GREATER POLAND;fresh chichen egges - per 666pcs.;PLN;3;;0.29;2018-4
POLAND;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.28;2010-3
SUBCARPATHIA;frozen carrot and pea mix - per 1kg;EUR;1;;0.5614457831325301;2014-6
GREATER POLAND;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.3;2010-5
GREATER POLAND;;PLN;2;Backpacker's canned pork meat - per 300 g;2.28;2015-7
GREATER POLAND;;PLN;4;buckwheat groats roasted whole - per 1kg;5.99;2018-3
GREATER POLAND;;PLN;2;pork belly cooked - per 1kg;14.05;2005-8
POLAND;;PLN;4;bread - per 1kg;;2012-12
WEST POMERANIA;;PLN;4;Masurian barley groats - per 1kg;2.21;2014-1
ŁÓDŹ;;PLN;4;bread - per 1kg;;2009-9
MASOVIA;;PLN;2;pork ham cooked - per 1kg;18.42;2010-3
PODLASKIE;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.61;2014-12
WEST POMERANIA;;PLN;4;Masurian barley groats - per 1kg;1.47;2000-2
POLAND;;PLN;2;Hunter's sausage dried - per 1kg;18.66;2003-4
LUBLIN;;PLN;2;Italian head cheese - per 1kg;9.38;2012-11
SUBCARPATHIA;;PLN;2;pork ham cooked - per 1kg;21.81;2018-10
PODLASKIE;;PLN;2;pork  meat (raw bacon) - per 1kg;7.13;2003-5
OPOLE;white table salt bagged - per 1kg;PLN;3;;0.0;2007-9
POLAND;;PLN;2;pork  meat (raw bacon) - per 1kg;8.99;2006-2
SILESIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;9.73;2000-3
MASOVIA;;PLN;2;fresh non-dressed carp - per 1kg;;2006-10
LOWER SILESIA;;PLN;4;bread - per 1kg;;2002-8
POMERANIA;;PLN;2;barley groats sausage - per 1kg;4.53;2001-4
PODLASKIE;;PLN;2;Italian head cheese - per 1kg;9.42;2011-12
POLAND;;PLN;2;fresh non-dressed carp - per 1kg;7.34;2002-3
WARMIA-MASURIA;;PLN;4;bread - per 1kg;;2004-9
MASOVIA;fresh chichen egges - per 666pcs.;PLN;3;;0.18;1999-7
MASOVIA;;PLN;2;salted herring, non-dressed - per 1kg;0.0;1999-4
LOWER SILESIA;apple juice, boxed - per 1l;PLN;1;;0.0;2012-12
HOLY CROSS;;PLN;4;Masurian barley groats - per 1kg;1.45;2019-4
SUBCARPATHIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.72;2006-10
ŁÓDŹ;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.8;1999-12
LESSER POLAND;;PLN;2;boneless beef (sirloin) - per 1kg;20.66;2009-12
ŁÓDŹ;;PLN;4;bread - per 1kg;;2007-4
GREATER POLAND;;PLN;2;beef with bone (rump steak) - per 1kg;21.38;2009-11
LESSER POLAND;;PLN;2;pork meat with bone (shoulder) - per 1kg;10.88;2016-2
POMERANIA;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2014-8
LOWER SILESIA;;PLN;2;boneless beef (sirloin) - per 1kg;27.22;2014-12
ŁÓDŹ;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;1999-4
OPOLE;;PLN;2;fresh non-dressed carp - per 1kg;0.0;1888-0
POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;0.0;2005-2
PODLASKIE;;PLN;2;Backpacker's canned pork meat - per 300 g;3.91;2007-6
LUBUSZ;;PLN;2;Hunter's sausage dried - per 1kg;22.56;2018-10
GREATER POLAND;30% tomato concentrate - per 1kg;PLN;1;;11.35;2009-11
OPOLE;;PLN;4;bread - per 1kg;;2009-1
LOWER SILESIA;;PLN;2;beef with bone (rump steak) - per 1kg;11.96;2003-2
LUBLIN;30% tomato concentrate - per 1kg;PLN;1;;0.0;2002-6
WEST POMERANIA;;PLN;2;barley groats sausage - per 1kg;6.91;2013-11
OPOLE;;PLN;2;Italian head cheese - per 1kg;10.63;2012-8
GREATER POLAND;;PLN;4;Masurian barley groats - per 1kg;0.16;2008-8
SILESIA;;PLN;4;bread - per 1kg;;2008-6
GREATER POLAND;natural chocolate plain - per 1kg;PLN;3;;15.39;2013-9
POMERANIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;4.61;2019-10
POMERANIA;;PLN;2;pork  meat (raw bacon) - per 1kg;11.81;2013-9
POMERANIA;;PLN;2;pork  meat (raw bacon) - per 1kg;11.82;2015-12
ŁÓDŹ;;PLN;4;Masurian barley groats - per 1kg;0.0;2018-10
SUBCARPATHIA;30% tomato concentrate - per 1kg;PLN;1;;10.6;2016-12
LUBLIN;natural chocolate plain - per 1kg;PLN;3;;0.0;2004-2
OPOLE;;PLN;2;pork ham cooked - per 1kg;15.84;1999-3
OPOLE;white table salt bagged - per 1kg;PLN;3;;0.0;2009-7
LESSER POLAND;;PLN;2;Backpacker's canned pork meat - per 300 g;0.0;2010-7
POLAND;white table salt bagged - per 1kg;PLN;3;;0.31;2008-9
PODLASKIE;;PLN;2;fresh non-dressed carp - per 1kg;;2015-5
LUBLIN;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.18;2014-11
POMERANIA;;PLN;2;Backpacker's canned pork meat - per 300 g;2.69;1999-5
GREATER POLAND;;PLN;4;buckwheat groats roasted whole - per 1kg;5.01;2019-3
SUBCARPATHIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2018-9
POLAND;apple juice, boxed - per 1l;PLN;1;;1.77;2001-2
WARMIA-MASURIA;;PLN;2;Backpacker's canned pork meat - per 300 g;2.93;1999-6
OPOLE;;PLN;2;pork  meat (raw bacon) - per 1kg;10.49;2008-1
LUBUSZ;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;14.17;2019-4
WARMIA-MASURIA;beet sugar white, bagged - per 1kg;PLN;3;;0.0;2007-9
HOLY CROSS;frozen carrot and pea mix - per 1kg;EUR;1;;0.0;2007-3
POLAND;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;4.07;2012-6
MASOVIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;8.43;2004-8
WEST POMERANIA;;PLN;2;smoked bacon with ribs - per 1kg;9.54;1999-8
LESSER POLAND;fresh chichen egges - per 666pcs.;PLN;3;;0.26;2014-11
POLAND;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;2.07;1999-5
LOWER SILESIA;;PLN;2;Backpacker's canned pork meat - per 300 g;2.84;2008-7
POLAND;;PLN;2;boneless beef (sirloin) - per 1kg;15.49;2004-1
WEST POMERANIA;;PLN;2;fresh non-dressed carp - per 1kg;0.0;2003-8
MASOVIA;natural chocolate plain - per 1kg;PLN;3;;21.12;2007-2
LESSER POLAND;white table salt bagged - per 1kg;PLN;3;;0.4;2008-3
PODLASKIE;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;0.0;2018-11
KUYAVIA-POMERANIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.13;2008-3
HOLY CROSS;;PLN;4;Masurian barley groats - per 1kg;1.13;2005-1
POMERANIA;;PLN;2;beef with bone (rump steak) - per 1kg;9.43;2002-2
KUYAVIA-POMERANIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;8.9;1999-5
MASOVIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.4;2002-1
PODLASKIE;;PLN;4;buckwheat groats roasted whole - per 1kg;2.96;2003-11
OPOLE;frozen carrot and pea mix - per 1kg;EUR;1;;0.06265060240963854;2001-11
PODLASKIE;;PLN;2;dressed chickens - per 1kg;4.81;2004-7
GREATER POLAND;frozen carrot and pea mix - per 1kg;EUR;1;;1.0120481927710843;2010-5
WEST POMERANIA;30% tomato concentrate - per 1kg;PLN;1;;0.0;2008-4
GREATER POLAND;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;12.77;2008-5
GREATER POLAND;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2002-5
WARMIA-MASURIA;;PLN;2;Hunter's sausage dried - per 1kg;21.47;2009-9
SILESIA;;PLN;2;pork  meat (raw bacon) - per 1kg;8.8;2006-10
POLAND;;PLN;2;salted herring, non-dressed - per 1kg;9.67;2013-1
LOWER SILESIA;apple juice, boxed - per 1l;PLN;1;;0.0;2006-1
MASOVIA;;PLN;4;buckwheat groats roasted whole - per 1kg;6.06;2011-9
LUBLIN;;PLN;2;Italian head cheese - per 1kg;9.89;2015-10
LUBLIN;;PLN;4;buckwheat groats roasted whole - per 1kg;3.83;2009-11
OPOLE;;PLN;2;beef with bone (rump steak) - per 1kg;24.1;2017-3
OPOLE;frozen carrot and pea mix - per 1kg;EUR;1;;0.0048192771084337345;2019-12
WARMIA-MASURIA;;PLN;2;beef with bone (rump steak) - per 1kg;10.14;2003-5
GREATER POLAND;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.38;2002-2
KUYAVIA-POMERANIA;;PLN;2;haddock fillets frozen - per 1kg;10.32;2009-8
GREATER POLAND;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.69;2005-1
OPOLE;;PLN;2;smoked bacon with ribs - per 1kg;19.15;2018-2
ŁÓDŹ;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2015-3
POMERANIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.47;2009-3
SILESIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2004-1
LUBUSZ;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2013-9
ŁÓDŹ;;PLN;4;bread - per 1kg;;2002-1
LUBLIN;;PLN;2;pork belly cooked - per 1kg;15.9;2008-3
LUBUSZ;;PLN;2;boneless beef (sirloin) - per 1kg;28.53;2011-12
POLAND;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.24;2011-10
GREATER POLAND;frozen carrot and pea mix - per 1kg;EUR;1;;1.0361445783132528;2008-8
OPOLE;;PLN;2;dressed chickens - per 1kg;6.07;2018-4
OPOLE;natural chocolate plain - per 1kg;PLN;3;;16.28;2000-7
OPOLE;;PLN;4;Masurian barley groats - per 1kg;0.0;2018-5
LESSER POLAND;;PLN;2;salted herring, non-dressed - per 1kg;0.0;2010-8
LUBLIN;;PLN;2;dressed chickens - per 1kg;7.3;2016-6
MASOVIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2005-9
LOWER SILESIA;;PLN;2;pork ham cooked - per 1kg;14.94;2003-7
SUBCARPATHIA;;PLN;2;Hunter's sausage dried - per 1kg;0.0;2010-8
LUBUSZ;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.06;2000-4
POMERANIA;;PLN;2;haddock fillets frozen - per 1kg;8.94;2004-4
SUBCARPATHIA;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2005-8
WEST POMERANIA;;PLN;2;haddock fillets frozen - per 1kg;13.01;2009-8
ŁÓDŹ;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;2.34;2006-4
LOWER SILESIA;natural chocolate plain - per 1kg;PLN;3;;0.0;2008-1
LOWER SILESIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;0.0;2010-7
ŁÓDŹ;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.76;2002-7
ŁÓDŹ;;PLN;4;buckwheat groats roasted whole - per 1kg;0.0;2017-5
ŁÓDŹ;;PLN;2;barley groats sausage - per 1kg;4.41;2001-12
WEST POMERANIA;;PLN;2;Italian head cheese - per 1kg;9.63;2012-5
GREATER POLAND;;PLN;2;pork ham cooked - per 1kg;17.41;2010-9
MASOVIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;7.67;2006-5
ŁÓDŹ;;PLN;2;smoked bacon with ribs - per 1kg;10.6;2000-12
PODLASKIE;;PLN;2;pork belly cooked - per 1kg;17.12;2017-9
LUBUSZ;;PLN;2;smoked bacon with ribs - per 1kg;17.34;2013-7
WEST POMERANIA;;PLN;2;Backpacker's canned pork meat - per 300 g;0.0;2012-9
KUYAVIA-POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;2.21;2001-3
SILESIA;;PLN;2;haddock fillets frozen - per 1kg;13.83;2010-5
WARMIA-MASURIA;;PLN;4;bread - per 1kg;;2002-11
LESSER POLAND;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;13.24;2018-10
GREATER POLAND;;PLN;2;Backpacker's canned pork meat - per 300 g;2.85;1999-4
ŁÓDŹ;;PLN;2;Italian head cheese - per 1kg;9.11;2010-8
GREATER POLAND;;PLN;4;buckwheat groats roasted whole - per 1kg;6.04;2014-8
LOWER SILESIA;;PLN;4;Masurian barley groats - per 1kg;0.0;2011-11
HOLY CROSS;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2008-11
LOWER SILESIA;;PLN;2;beef with bone (rump steak) - per 1kg;15.34;2005-9
LUBUSZ;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;0.0;2007-11
POMERANIA;;PLN;2;Hunter's sausage dried - per 1kg;23.38;2014-8
POMERANIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;10.55;2012-4
OPOLE;;PLN;2;beef with bone (rump steak) - per 1kg;11.32;2003-10
LESSER POLAND;30% tomato concentrate - per 1kg;PLN;1;;0.0;2003-8
KUYAVIA-POMERANIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;2.19;2001-8
LESSER POLAND;;PLN;2;Italian head cheese - per 1kg;7.83;2009-5
POMERANIA;;PLN;2;Backpacker's canned pork meat - per 300 g;0.0;2006-1
OPOLE;white table salt bagged - per 1kg;PLN;3;;0.0;2014-12
WEST POMERANIA;;PLN;4;Poznan wheat flour, bagged - per 1kg;0.0;2014-5
SILESIA;;PLN;2;Hunter's sausage dried - per 1kg;18.52;2008-7
PODLASKIE;apple juice, boxed - per 1l;PLN;1;;0.0;2006-7
MASOVIA;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;3.62;2017-4
LUBLIN;;PLN;2;beef with bone (rump steak) - per 1kg;16.3;2007-8
ŁÓDŹ;;PLN;2;Hunter's sausage dried - per 1kg;15.3;2001-10
HOLY CROSS;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2015-5
KUYAVIA-POMERANIA;;PLN;2;pork  meat (raw bacon) - per 1kg;10.31;2011-6
WARMIA-MASURIA;;PLN;2;Hunter's sausage dried - per 1kg;21.89;2016-2
WARMIA-MASURIA;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;12.24;2004-9
LUBUSZ;;PLN;2;smoked bacon with ribs - per 1kg;10.9;2006-6
HOLY CROSS;;PLN;2;pork belly cooked - per 1kg;13.16;2003-8
LESSER POLAND;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.2;2000-9
GREATER POLAND;white table salt bagged - per 1kg;PLN;3;;0.0;2000-3
ŁÓDŹ;;PLN;2;Backpacker's canned pork meat - per 300 g;2.49;2008-9
HOLY CROSS;30% tomato concentrate - per 1kg;PLN;1;;0.0;2005-7
LESSER POLAND;;PLN;4;Poznan wheat flour, bagged - per 1kg;1.04;2007-12
KUYAVIA-POMERANIA;fresh chichen egges - per 666pcs.;PLN;3;;0.23;2016-11
HOLY CROSS;;PLN;2;haddock fillets frozen - per 1kg;3.65;2019-11
LOWER SILESIA;;PLN;2;salted herring, non-dressed - per 1kg;7.02;2005-12
KUYAVIA-POMERANIA;;PLN;4;Masurian barley groats - per 1kg;0.0;2010-12
SILESIA;;PLN;4;bread - per 1kg;;2004-7
PODLASKIE;;PLN;2;boneless beef (sirloin) - per 1kg;22.49;2019-4
SILESIA;white table salt bagged - per 1kg;PLN;3;;0.38;2018-1
KUYAVIA-POMERANIA;;PLN;2;fresh non-dressed trout - per 1kg;;2001-5
POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1;;0.5879518072289156;2006-8
HOLY CROSS;;PLN;4;bread - per 1kg;;2000-7
LUBLIN;;PLN;4;plain mixed bread (wheat-rye) - per 1kg;;1999-5
ŁÓDŹ;;PLN;2;boneless beef (sirloin) - per 1kg;28.36;2014-4
KUYAVIA-POMERANIA;;PLN;4;bread - per 1kg;;2009-5
WEST POMERANIA;;PLN;2;Hunter's sausage dried - per 1kg;19.08;2001-7
POMERANIA;;PLN;4;bread - per 1kg;;2010-7
LESSER POLAND;fresh chichen egges - per 666pcs.;PLN;3;;0.0;2000-7
POMERANIA;;PLN;2;Italian head cheese - per 1kg;10.93;2014-10
POLAND;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;12.76;2001-3
LUBUSZ;;PLN;2;Hunter's sausage dried - per 1kg;18.82;2013-6
SUBCARPATHIA;apple juice, boxed - per 1l;PLN;1;;0.0;2000-7
LOWER SILESIA;;PLN;2;haddock fillets frozen - per 1kg;0.0;2015-9
LUBLIN;;PLN;2;Hunter's sausage dried - per 1kg;15.7;1999-12
POMERANIA;natural chocolate plain - per 1kg;PLN;3;;0.0;2011-9
POMERANIA;;PLN;2;pork ham cooked - per 1kg;21.23;2019-9
LUBUSZ;whole pickled cucumbers 0.9l - per 1pc.;PLN;1;;0.0;2019-1
KUYAVIA-POMERANIA;;PLN;2;pork  meat (raw bacon) - per 1kg;7.53;2004-7
SUBCARPATHIA;;PLN;2;Italian head cheese - per 1kg;6.73;2003-4
ŁÓDŹ;beet sugar white, bagged - per 1kg;PLN;3;;0.0;2010-11
PODLASKIE;;PLN;2;beef with bone (rump steak) - per 1kg;7.61;1999-10
GREATER POLAND;beet sugar white, bagged - per 1kg;PLN;3;;2.03;2001-12
LOWER SILESIA;;PLN;2;pork meat with bone (shoulder) - per 1kg;10.87;2014-1
KUYAVIA-POMERANIA;;PLN;2;pork  with bone (center-cut pork chop) - per 1kg;10.57;2002-11
WEST POMERANIA;;PLN;2;Italian head cheese - per 1kg;7.05;2009-4
LOWER SILESIA;beet sugar white, bagged - per 1kg;PLN;3;;1.5;2018-5
PODLASKIE;30% tomato concentrate - per 1kg;PLN;1;;0.0;2012-3
LOWER SILESIA;white table salt bagged - per 1kg;PLN;3;;0.0;2012-5
LUBUSZ;;PLN;2;Hunter's sausage dried - per 1kg;18.44;2008-7
ŁÓDŹ;;PLN;2;boneless beef (sirloin) - per 1kg;30.54;2018-10
WEST POMERANIA;;PLN;2;fresh non-dressed trout - per 1kg;0.0;2004-5
SUBCARPATHIA;natural chocolate plain - per 1kg;PLN;3;;0.0;2009-11
